DATE,ESPCPIALLMINMEI
1960-01-01,2.68266717888327
1960-02-01,2.68049066062181
1960-03-01,2.67722625076056
1960-04-01,2.67940276902202
1960-05-01,2.67124064177606
1960-06-01,2.6690633884527
1960-07-01,2.66797549685292
1960-08-01,2.67341716003752
1960-09-01,2.68974141452945
1960-10-01,2.69681565017562
1960-11-01,2.70008006003687
1960-12-01,2.72021414031372
1961-01-01,2.73164141248283
1961-02-01,2.70933081394451
1961-03-01,2.69735959597552
1961-04-01,2.70443383162169
1961-05-01,2.69735959597552
1961-06-01,2.68266717888327
1961-07-01,2.68266717888327
1961-08-01,2.68702095046809
1961-09-01,2.68919746872955
1961-10-01,2.69953611423698
1961-11-01,2.74143611219036
1961-12-01,2.74633309451318
1962-01-01,2.74143611219036
1962-02-01,2.75395127595925
1962-03-01,2.77789371189725
1962-04-01,2.81707324578927
1962-05-01,2.85298689969626
1962-06-01,2.86767931678851
1962-07-01,2.86767931678851
1962-08-01,2.86060508114233
1962-09-01,2.87801796229594
1962-10-01,2.90576948895697
1962-11-01,2.98031873095609
1962-12-01,3.01840890312455
1963-01-01,3.02548313877072
1963-02-01,3.04942557470872
1963-03-01,3.1087384538157
1963-04-01,3.10656193555424
1963-05-01,3.12397408164595
1963-06-01,3.06629451006243
1963-07-01,3.09894375410817
1963-08-01,3.13104831729212
1963-09-01,3.12397408164595
1963-10-01,3.1326808897537
1963-11-01,3.17185968858383
1963-12-01,3.18383090655283
1964-01-01,3.17893392423
1964-02-01,3.18111044249147
1964-03-01,3.190905142199
1964-04-01,3.202876360168
1964-05-01,3.21103848741396
1964-06-01,3.25402637696713
1964-07-01,3.32422258244333
1964-08-01,3.37646049084224
1964-09-01,3.40965368068788
1964-10-01,3.46570141487172
1964-11-01,3.54569158499356
1964-12-01,3.58704763714705
1965-01-01,3.62241734525415
1965-02-01,3.68445068842249
1965-03-01,3.7132908417452
1965-04-01,3.74049842260633
1965-05-01,3.75573478549847
1965-06-01,3.73886585014476
1965-07-01,3.74376283246758
1965-08-01,3.76280828608276
1965-09-01,3.79872267505164
1965-10-01,3.8188560202666
1965-11-01,3.9010227086499
1965-12-01,3.92333330718822
1966-01-01,3.91625907154204
1966-02-01,3.9129939266189
1966-03-01,3.9129939266189
1966-04-01,3.95054088804935
1966-05-01,4.00822045963287
1966-06-01,4.01583864107894
1966-07-01,4.01366212281748
1966-08-01,4.02073635846366
1966-09-01,4.00822045963287
1966-10-01,4.03270757643265
1966-11-01,4.10290304684696
1966-12-01,4.1295666819082
1967-01-01,4.13174320016966
1967-02-01,4.16384849841551
1967-03-01,4.18126137956912
1967-04-01,4.23948489695253
1967-05-01,4.25417731404478
1967-06-01,4.21717503347611
1967-07-01,4.21989549753747
1967-08-01,4.28138489490592
1967-09-01,4.29335611287491
1967-10-01,4.31076899402851
1967-11-01,4.40055386385788
1967-12-01,4.40055386385788
1968-01-01,4.41306976268867
1968-02-01,4.41306976268867
1968-03-01,4.4582341705033
1968-04-01,4.49741296933343
1968-05-01,4.48272128730308
1968-06-01,4.49523645107197
1968-07-01,4.4582341705033
1968-08-01,4.46095463456466
1968-09-01,4.45388113398037
1968-10-01,4.46802887021083
1968-11-01,4.49741296933343
1968-12-01,4.52734174931782
1969-01-01,4.5170023687485
1969-02-01,4.48979478788736
1969-03-01,4.5170023687485
1969-04-01,4.57032963887099
1969-05-01,4.57032963887099
1969-06-01,4.5170023687485
1969-07-01,4.5523720768556
1969-08-01,4.56652054814795
1969-09-01,4.57522662119381
1969-10-01,4.59263950234741
1969-11-01,4.63345087363911
1969-12-01,4.68242437217678
1970-01-01,4.7047349707151
1970-02-01,4.6867781437616
1970-03-01,4.72269179766859
1970-04-01,4.74881148692994
1970-05-01,4.71779481534577
1970-06-01,4.73575164229927
1970-07-01,4.82499256632874
1970-08-01,4.90117364572755
1970-09-01,4.92348350920397
1970-10-01,4.97245774280353
1970-11-01,4.98551685237231
1970-12-01,4.99966532366467
1971-01-01,5.05244791292537
1971-02-01,5.04863882220233
1971-03-01,5.10196535726293
1971-04-01,5.15583657318531
1971-05-01,5.18739719056937
1971-06-01,5.2091631082459
1971-07-01,5.2091631082459
1971-08-01,5.21841386215354
1971-09-01,5.28044720532188
1971-10-01,5.33867145776719
1971-11-01,5.41104344644296
1971-12-01,5.48178359771905
1972-01-01,5.48613663424198
1972-02-01,5.48178359771905
1972-03-01,5.53511013277964
1972-04-01,5.53511013277964
1972-05-01,5.56231771364078
1972-06-01,5.57537755827145
1972-07-01,5.65155863767026
1972-08-01,5.70978289011556
1972-09-01,5.79031700603729
1972-10-01,5.83004048572921
1972-11-01,5.83929123963685
1972-12-01,5.88445564745148
1973-01-01,5.92853216366633
1973-02-01,5.93778218251208
1973-03-01,5.98675641611164
1973-04-01,6.0716435685563
1973-05-01,6.16088449258577
1973-06-01,6.25447845313818
1973-07-01,6.32140951369123
1973-08-01,6.42534211975106
1973-09-01,6.53634896145708
1973-10-01,6.63973835677891
1973-11-01,6.64790048402487
1973-12-01,6.72027247270064
1974-01-01,6.75999521733066
1974-02-01,6.78284976166887
1974-03-01,6.93031493814366
1974-04-01,7.08213315114137
1974-05-01,7.17137407517085
1974-06-01,7.20239074675502
1974-07-01,7.28782258006146
1974-08-01,7.40808017567511
1974-09-01,7.52452868056573
1974-10-01,7.60451885068756
1974-11-01,7.81456131613058
1974-12-01,7.92175906711356
1975-01-01,8.03276590881956
1975-02-01,8.10949166908016
1975-03-01,8.16227425834086
1975-04-01,8.3059303440926
1975-05-01,8.40823111275276
1975-06-01,8.43108492202908
1975-07-01,8.56494630807329
1975-08-01,8.6993516399174
1975-09-01,8.83756606248455
1975-10-01,8.83756606248455
1975-11-01,8.89524636912996
1975-12-01,9.03835850908182
1976-01-01,9.14555626006479
1976-02-01,9.24894492032473
1976-03-01,9.46334042229068
1976-04-01,9.65488211498031
1976-05-01,10.0972776444047
1976-06-01,10.0352443012363
1976-07-01,10.0972776444047
1976-08-01,10.1827094777111
1976-09-01,10.3742504353388
1976-10-01,10.5179065210906
1976-11-01,10.714345196103
1976-12-01,10.8253520378091
1977-01-01,11.177962697404
1977-02-01,11.3450172732939
1977-03-01,11.6165484010435
1977-04-01,11.8276794931482
1977-05-01,11.9310681534081
1977-06-01,12.2646333593879
1977-07-01,12.6667614633205
1977-08-01,13.0775956402989
1977-09-01,13.2598865790809
1977-10-01,13.4661199538008
1977-11-01,13.5749502772454
1977-12-01,13.6821480282284
1978-01-01,13.9003533559792
1978-02-01,14.0369352060848
1978-03-01,14.2170496266053
1978-04-01,14.5163330160778
1978-05-01,14.6616209392293
1978-06-01,14.8096300615039
1978-07-01,15.1306801037149
1978-08-01,15.3945930500184
1978-09-01,15.5213809354783
1978-10-01,15.6634044487685
1978-11-01,15.7319673467212
1978-12-01,15.9452749570874
1979-01-01,16.2189833381603
1979-02-01,16.3446818618967
1979-03-01,16.5144576369098
1979-04-01,16.7636789011829
1979-05-01,16.9595736303955
1979-06-01,17.1092153251317
1979-07-01,17.4786941850185
1979-08-01,17.6506457432312
1979-09-01,17.8829988072125
1979-10-01,18.1229693175781
1979-11-01,18.166501887993
1979-12-01,18.4315034609582
1980-01-01,18.9386527976122
1980-02-01,19.1078838917636
1980-03-01,19.2107286062236
1980-04-01,19.3962846899287
1980-05-01,19.5306900217728
1980-06-01,19.8337825019684
1980-07-01,20.1140204378257
1980-08-01,20.3496379116683
1980-09-01,20.5662106669576
1980-10-01,20.7310879895241
1980-11-01,20.9427630274287
1980-12-01,21.2355168621168
1981-01-01,21.6670290651719
1981-02-01,21.7769480152782
1981-03-01,22.2106367365948
1981-04-01,22.4315617933451
1981-05-01,22.5360390802667
1981-06-01,22.5556284796818
1981-07-01,22.9974800633063
1981-08-01,23.2777179991636
1981-09-01,23.4627294020069
1981-10-01,23.7266430833723
1981-11-01,23.9323325122924
1981-12-01,24.294737136533
1982-01-01,24.7980773824641
1982-02-01,24.9912516476153
1982-03-01,25.2366638211654
1982-04-01,25.5685964546836
1982-05-01,25.9386192603703
1982-06-01,26.1878405246435
1982-07-01,26.5241261946846
1982-08-01,26.7080497059282
1982-09-01,26.7390663775124
1982-10-01,27.0067891496008
1982-11-01,27.0949414469686
1982-12-01,27.6978612624365
1983-01-01,28.1658318002604
1983-02-01,28.3073113677507
1983-03-01,28.4792629259634
1983-04-01,28.8705084385886
1983-05-01,28.9902213533405
1983-06-01,29.1599971283536
1983-07-01,29.2639297344134
1983-08-01,29.6568070844383
1983-09-01,29.8940571307425
1983-10-01,30.2994503795982
1983-11-01,30.6079845229783
1983-12-01,31.0830285613865
1984-01-01,31.564602889641
1984-02-01,31.6843165394548
1984-03-01,31.9395234127124
1984-04-01,32.0902529990484
1984-05-01,32.2638378647846
1984-06-01,32.492381102981
1984-07-01,32.9913683123891
1984-08-01,33.2204562314473
1984-09-01,33.2879312378002
1984-10-01,33.4887229493356
1984-11-01,33.6606752426102
1984-12-01,33.8886745350067
1985-01-01,34.5198905579974
1985-02-01,34.7701997138704
1985-03-01,34.9867724691597
1985-04-01,35.3475452560006
1985-05-01,35.4585520977066
1985-06-01,35.3981513269998
1985-07-01,35.5994869843351
1985-08-01,35.6528142544576
1985-09-01,36.0440590320209
1985-10-01,36.2296143806642
1985-11-01,36.5087644249217
1985-12-01,36.6600386921195
1986-01-01,37.7140601100577
1986-02-01,37.8822033126092
1986-03-01,38.0100790896689
1986-04-01,38.1025844235597
1986-05-01,38.2086942829428
1986-06-01,38.5596716350144
1986-07-01,38.9449315386551
1986-08-01,39.0553936994993
1986-09-01,39.4596983216933
1986-10-01,39.6071634981681
1986-11-01,39.516290736739
1986-12-01,39.6849771500285
1987-01-01,39.9891582568857
1987-02-01,40.1594779776987
1987-03-01,40.3929189332798
1987-04-01,40.4843363755707
1987-05-01,40.4342742503714
1987-06-01,40.4440689500789
1987-07-01,40.8538152354576
1987-08-01,40.835858408504
1987-09-01,41.2124107689752
1987-10-01,41.4572789967254
1987-11-01,41.3620524637114
1987-12-01,41.510062321048
1988-01-01,41.7734313215516
1988-02-01,41.8877033081807
1988-03-01,42.1913397341761
1988-04-01,42.0444185035012
1988-05-01,42.0422419852398
1988-06-01,42.2054874704066
1988-07-01,42.76269893226
1988-08-01,43.1855050622693
1988-09-01,43.5647786218636
1988-10-01,43.6137521204013
1988-11-01,43.5892650036015
1988-12-01,43.935890054212
1989-01-01,44.4463038007273
1989-02-01,44.4778651531733
1989-03-01,44.7619121797536
1989-04-01,44.8821697753673
1989-05-01,44.9458349559353
1989-06-01,45.1907031836855
1989-07-01,45.9242199753364
1989-08-01,46.0297851538578
1989-09-01,46.5168011452969
1989-10-01,46.7045330122016
1989-11-01,46.7801701458005
1989-12-01,46.9624610845825
1990-01-01,47.4195482960372
1990-02-01,47.7204642579713
1990-03-01,47.8951370153072
1990-04-01,48.0039673387518
1990-05-01,48.0001582480287
1990-06-01,48.1481673703034
1990-07-01,48.7951637019862
1990-08-01,49.0090152581522
1990-09-01,49.524871402914
1990-10-01,49.9645457332151
1990-11-01,49.9144836080158
1990-12-01,50.0374616676908
1991-01-01,50.6197041921439
1991-02-01,50.5489647759297
1991-03-01,50.7132981526963
1991-04-01,50.8232171028025
1991-05-01,50.9674171343541
1991-06-01,51.114338365029
1991-07-01,51.748818797881
1991-08-01,51.9409044363705
1991-09-01,52.3653424037795
1991-10-01,52.6945545732364
1991-11-01,52.7745447433582
1991-12-01,52.8033848966809
1992-01-01,53.6402896135299
1992-02-01,53.9977972554477
1992-03-01,54.1931480388604
1992-04-01,54.134923786415
1992-05-01,54.2764033539053
1992-06-01,54.266063973336
1992-07-01,54.4423693031335
1992-08-01,54.9386353134183
1992-09-01,55.3919141692119
1992-10-01,55.4251073590575
1992-11-01,55.4604770671646
1992-12-01,55.6269876972546
1993-01-01,56.1482847701391
1993-02-01,56.1662415970926
1993-03-01,56.3637688987668
1993-04-01,56.6108136447784
1993-05-01,56.7669848942991
1993-06-01,56.9079205159895
1993-07-01,57.1114326915862
1993-08-01,57.453160024812
1993-09-01,57.778018422684
1993-10-01,57.9935025513117
1993-11-01,58.0909056025871
1993-12-01,58.3667905019215
1994-01-01,58.9566512078206
1994-02-01,58.9778731796973
1994-03-01,59.1726792822482
1994-04-01,59.4055762920294
1994-05-01,59.5269217792428
1994-06-01,59.5911316406726
1994-07-01,59.8245725962538
1994-08-01,60.2109203914943
1994-09-01,60.3942999569379
1994-10-01,60.5254401438589
1994-11-01,60.6304613765804
1994-12-01,60.8981841486688
1995-01-01,61.5294001716596
1995-02-01,61.8308600793935
1995-03-01,62.1910881853727
1995-04-01,62.5208443006295
1995-05-01,62.5458753632292
1995-06-01,62.6051875072742
1995-07-01,62.6149822069818
1995-08-01,62.7918314825792
1995-09-01,63.0388762285909
1995-10-01,63.1564133601432
1995-11-01,63.3240118818329
1995-12-01,63.5286126840913
1996-01-01,63.9171369975933
1996-02-01,64.0912658091293
1996-03-01,64.3187211557259
1996-04-01,64.6838469790898
1996-05-01,64.9069492891635
1996-06-01,64.8525341274412
1996-07-01,64.9390538523475
1996-08-01,65.122977363591
1996-09-01,65.2818698122349
1996-10-01,65.3711107362644
1996-11-01,65.3749190919255
1996-12-01,65.5686373028766
1997-01-01,65.7590903689046
1997-02-01,65.7144699068898
1997-03-01,65.7471191509356
1997-04-01,65.7710615868736
1997-05-01,65.8668328007493
1997-06-01,65.864655547426
1997-07-01,65.9854578239014
1997-08-01,66.2765783510661
1997-09-01,66.6047018938613
1997-10-01,66.5802155121234
1997-11-01,66.712444325706
1997-12-01,66.8898375471033
1998-01-01,67.0476413690855
1998-02-01,66.890926173765
1998-03-01,66.9219428453492
1998-04-01,67.0879087945773
1998-05-01,67.1755171461452
1998-06-01,67.2190489814983
1998-07-01,67.4671823541716
1998-08-01,67.6478407204921
1998-09-01,67.6979028456914
1998-10-01,67.7038884546759
1998-11-01,67.6429437381693
1998-12-01,67.8301316592741
1999-01-01,68.0793529235472
1999-02-01,68.119620349039
1999-03-01,68.4199916301113
1999-04-01,68.6730227201694
1999-05-01,68.670845466846
1999-06-01,68.6855378839383
1999-07-01,68.9831887009492
1999-08-01,69.2770304272371
1999-09-01,69.4103478674814
1999-10-01,69.384228913282
1999-11-01,69.4957797007879
1999-12-01,69.8092108264908
2000-01-01,70.0388426913489
2000-02-01,70.137878315086
2000-03-01,70.4159397326818
2000-04-01,70.7086935673699
2000-05-01,70.8262306989222
2000-06-01,71.0406262008881
2000-07-01,71.4721384039433
2000-08-01,71.7719657392157
2000-09-01,71.9575218229208
2000-10-01,72.1414445991025
2000-11-01,72.3210150738231
2000-12-01,72.5713242296961
2001-01-01,72.5968999731575
2001-02-01,72.8352379110614
2001-03-01,73.14213948198
2001-04-01,73.5219577224361
2001-05-01,73.800019140032
2001-06-01,74.0486964585053
2001-07-01,74.2304427164255
2001-08-01,74.4100131911461
2001-09-01,74.4002184914386
2001-10-01,74.3224048395782
2001-11-01,74.2669010511942
2001-12-01,74.5362563957442
2002-01-01,74.4338372821195
2002-02-01,74.498705545488
2002-03-01,75.1144550608472
2002-04-01,76.1343837556562
2002-05-01,76.4078284350864
2002-06-01,76.4118203282168
2002-07-01,75.8808985418778
2002-08-01,76.0984567174829
2002-09-01,76.3828791030216
2002-10-01,77.1393428512263
2002-11-01,77.2590996451373
2002-12-01,77.5155787787634
2003-01-01,77.1972253016166
2003-02-01,77.3608929199617
2003-03-01,77.8978025459962
2003-04-01,78.531515580442
2003-05-01,78.4586635308128
2003-06-01,78.5105581415076
2003-07-01,78.0185573131898
2003-08-01,78.3758317483577
2003-09-01,78.6103554697668
2003-10-01,79.1402792828231
2003-11-01,79.3977563897318
2003-12-01,79.5344787294469
2004-01-01,78.976611664478
2004-02-01,79.0125387026514
2004-03-01,79.5644179279247
2004-04-01,80.6532067792325
2004-05-01,81.1292400350288
2004-06-01,81.2579785884832
2004-07-01,80.6412310998414
2004-08-01,80.9975075617267
2004-09-01,81.1422136877025
2004-10-01,81.9765193519494
2004-11-01,82.1811038748807
2004-12-01,82.1012660122734
2005-01-01,81.4096705274372
2005-02-01,81.6202428900641
2005-03-01,82.2659316039011
2005-04-01,83.4505258903377
2005-05-01,83.6102016155524
2005-06-01,83.8058043789404
2005-07-01,83.2928461116882
2005-08-01,83.6581043331168
2005-09-01,84.1720605736516
2005-10-01,84.8566702455097
2005-11-01,84.9854087989641
2005-12-01,85.1680379096784
2006-01-01,84.821741180619
2006-02-01,84.8626580852053
2006-03-01,85.4634380013256
2006-04-01,86.6689897266967
2006-05-01,86.9813553641479
2006-06-01,87.1130878374501
2006-07-01,86.5951397037849
2006-08-01,86.7717809748036
2006-09-01,86.629070795393
2006-10-01,86.9843492839957
2006-11-01,87.1999115130356
2006-12-01,87.438427127575
2007-01-01,86.8506208641284
2007-02-01,86.9104992610839
2007-03-01,87.5691616275946
2007-04-01,88.778705246096
2007-05-01,89.023208700331
2007-06-01,89.1868763186761
2007-07-01,88.5371957117088
2007-08-01,88.658948452185
2007-09-01,88.9503566507018
2007-10-01,90.1030157920955
2007-11-01,90.7487045059325
2007-12-01,91.1289323266
2008-01-01,90.5650774219356
2008-02-01,90.705791654781
2008-03-01,91.5111560938328
2008-04-01,92.496155723751
2008-05-01,93.1208869986535
2008-06-01,93.6567986514054
2008-07-01,93.2067127009564
2008-08-01,93.0071180444381
2008-09-01,92.9881565520688
2008-10-01,93.3075080024982
2008-11-01,92.9113126093092
2008-12-01,92.4342813802303
2009-01-01,91.2955938647929
2009-02-01,91.3055735976188
2009-03-01,91.4552695900076
2009-04-01,92.3484556779274
2009-05-01,92.3165205328844
2009-06-01,92.7226956588994
2009-07-01,91.931302845804
2009-08-01,92.2526502427986
2009-09-01,92.0340940939109
2009-10-01,92.6907605138564
2009-11-01,93.1927410750002
2009-12-01,93.168789716218
2010-01-01,92.2346867237119
2010-02-01,92.0670272122364
2010-03-01,92.7496409375293
2010-04-01,93.7376344872954
2010-05-01,93.9462109033571
2010-06-01,94.1138704148325
2010-07-01,93.6917277162961
2010-08-01,93.9282473842704
2010-09-01,93.9931156476389
2010-10-01,94.8523706439506
2010-11-01,95.3663268844854
2010-12-01,95.9531351746494
2011-01-01,95.2505619837047
2011-02-01,95.3713167508984
2011-03-01,96.0848676479516
2011-04-01,97.2804396404967
2011-05-01,97.2475065221712
2011-06-01,97.1107841824561
2011-07-01,96.5898421289431
2011-08-01,96.7095989228541
2011-09-01,96.9461185908284
2011-10-01,97.7105661252939
2011-11-01,98.1067615184829
2011-12-01,98.2345020986546
2012-01-01,97.1536970336076
2012-02-01,97.2544923351494
2012-03-01,97.9091628085296
2012-04-01,99.2843699919414
2012-05-01,99.1366699461177
2012-06-01,98.9520448888382
2012-07-01,98.7205150872769
2012-08-01,99.2773841789632
2012-09-01,100.254400022621
2012-10-01,101.105671232672
2012-11-01,100.980924572348
2012-12-01,101.051780675412
2013-01-01,99.7604032477377
2013-02-01,99.9330526256261
2013-03-01,100.284339221098
2013-04-01,100.659577175353
2013-05-01,100.845200205915
2013-06-01,100.993898225021
2013-07-01,100.472956171508
2013-08-01,100.78532180896
2013-09-01,100.59670485855
2013-10-01,101.00487593113
2013-11-01,101.215448293757
2013-12-01,101.306263862473
2014-01-01,99.9589999309735
2014-02-01,99.9150891065394
2014-03-01,100.13863512184
2014-04-01,101.029825263195
2014-05-01,101.052778648694
2014-06-01,101.080721900607
2014-07-01,100.130651335579
2014-08-01,100.288331114229
2014-09-01,100.441021026465
2014-10-01,100.909070496001
2014-11-01,100.83921236622
2014-12-01,100.251406102773
2015-01-01,98.6406772246695
2015-02-01,98.8422678277531
2015-03-01,99.4739849156338
2015-04-01,100.388128442488
2015-05-01,100.868153591415
2015-06-01,101.137606377715
2015-07-01,100.198513518796
2015-08-01,99.8651904424098
2015-09-01,99.5588126446541
2015-10-01,100.195519598948
2015-11-01,100.562773766942
2015-12-01,100.268371648577
2016-01-01,98.3562548391308
2016-02-01,98.0089601367888
2016-03-01,98.6376833048218
2016-04-01,99.329278789658
2016-05-01,99.8711782821054
2016-06-01,100.333239911945
2016-07-01,99.6037214423708
2016-08-01,99.7314620225425
2016-09-01,99.7364518889555
2016-10-01,100.876137377675
2016-11-01,101.241395599104
2016-12-01,101.842175515224
2017-01-01,101.28231250369
2017-02-01,100.917054282262
2017-03-01,100.896096843327
2017-04-01,101.866126874007
2017-05-01,101.804252530486
2017-06-01,101.84816335492
2017-07-01,101.145590163975
2017-08-01,101.347180767059
2017-09-01,101.523822038078
2017-10-01,102.459920977149
2017-11-01,102.927970446685
2017-12-01,102.974875190966
2018-01-01,101.864130927441
2018-02-01,102.000853267157
2018-03-01,102.12160803435
2018-04-01,102.96489545814
2018-05-01,103.893010610951
2018-06-01,104.164459343816
2018-07-01,103.417975328437
2018-08-01,103.565675374261
2018-09-01,103.818162614756
2018-10-01,104.77821291261
2018-11-01,104.663445985112
2018-12-01,104.193400569011
2019-01-01,102.862104210033
